축제명,간단한 소개,내용글,포스터 이미지,이미지1,이미지2,이미지3,시작일,종료일,주소,운영기관,연락처
한강페스티벌,두근두근 한강,"올해도 한강의 봄은 온 가족이 함께 즐길 수 있는 다양한 프로그램이 진행된다. 동화 속 이야기를 담은 가족 뮤지컬, 내가 직접 주인공이 되는 퍼레이드, 한강을 배경으로 마음껏 뛰어놀 수 있는 놀이터까지 준비되어있다. 경복궁을 짓기 위해 목숨을 바친 ‘정선 뗏군’의 이야기를 담은 멋들어진 정선아리랑 공연, 산들바람과 함께 내면의 평화를 찾는 무소음요가, 이제는 봄에도 즐길 수 있는 요트, 카약 체험 등 겨우내 메말랐던 감성을 채워줄 프로그램도 준비되어 있다. 봄이면 봄마다 찾아오는 한강의 다채로운 프로그램들을 다양하게 즐길 수 있다.
[행사내용]
1. 휴식 프로그램: 한강에서 즐기는 카약과 요트 체험, 한강변 산들바람과 내면의 평화를 찾는 요가 등
2. 문화 프로그램: 동화 속 이야기를 담은 뮤지컬과 퍼레이드, 서울에서 만나는 멋들어진 정선 아리랑 공연, 무선 헤드셋을 착용하고 디제잉을 들으며 춤추는 무소음DJ파티 등
3. 그밖에 한강 야외 도서관, 잠수교에서 두발로 걸으며 만나는 낭만산책, 전국 대학생 노래자랑 대학가요제 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/ddee73b5-d818-4d73-b06e-8d5294df701b_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ddee73b5-d818-4d73-b06e-8d5294df701b_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ddee73b5-d818-4d73-b06e-8d5294df701b_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ddee73b5-d818-4d73-b06e-8d5294df701b_6.jpg,2025-05-16,2025-05-18,서울특별시 광진구 강변북로 2202 (자양동) 뚝섬한강공원 자벌레 옆 잔디마당 등,서울특별시 미래한강본부,02-120
해운대 모래축제,모래로 만나는 K-컬처,"전국 최대 규모의 모래를 소재로 한 친환경 전시회인 ‘해운대 모래축제’가 20주년을 맞아 ‘모래로 만나는 K-컬처’를 주제로 개최된다. 이번 축제는 2025년 5월 16일(금)부터 5월 19일(월)까지 해운대해수욕장과 해운대 광장(구남로)에서 열리며, 모래작품전, 개막행사, 샌드보드, 샌드전망대, 모래조각 등 다채로운 프로그램이 있다. 20주년을 맞이해 더욱 풍성해진 볼거리와 체험 프로그램이 준비되어있다.
[행사내용]
대표 프로그램
- 세계모래작품전(주제작품전, 20주년 특별전)
- 개막행사, 해수욕장 공연행사, 주제 관련 전시행사
- 샌드보드, 모래조각 체험, 어린이 모래놀이터 등 체험프로그램

※ 모래조각은 2025. 6. 8.(일)까지 전시",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/dfe9d368-1df3-491a-8643-db0dd0055422_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_dfe9d368-1df3-491a-8643-db0dd0055422_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_dfe9d368-1df3-491a-8643-db0dd0055422_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_dfe9d368-1df3-491a-8643-db0dd0055422_6.jpg,2025-05-16,2025-05-19,부산광역시 해운대구 해운대해변로 280 (중동) 해운대 해수욕장,해운대구,051-742-3689
대구앞산축제,한국관광100선에 선정된 도심 속 힐링 공간인 ‘앞산’에서 펼쳐지는 대구 남구의 대표축제,"한국관광 100선에 선정된 도심 속 힐링 공간인 ‘앞산’에서 펼쳐지는 대구 남구 대표축제이다. 더욱 화려해진 무대와 다양한 프로그램으로 앞산의 진정한 매력을 알린다.
[행사내용]
1. 메인프로그램 : 개막식, 축하공연, 앞산커피축제, 앞산 피트니스(요가인더오징어게임, 클라이밍체험), 앞산 뷰티체험(메이크업 스타일링,두피관리체험,바른자세교정소,천연화장품 만들기 등)
2. 부대프로그램 : 앞산ESG생태체험 놀이터(앞산 나무놀이터, 꿀벌생태체험), 남구 소상공인 플리마켓, 앞산 낭만포차(새바자 3000원식당, 맥주팝업, 푸드트럭) 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/53b9497a-02cf-48ed-9d46-ee58efc16545_3.jpg,,,,2025-05-17,2025-05-18,대구광역시 남구 고산4길 71 (봉덕동),대구광역시 남구청,053-664-3262
동심한마당,"어린이부터 어른, 모두가 동심으로 하나되는 국민축제","동심한마당은 2005년, 대한민국의 동심 회복을 위해 관련 기관, 단체들의 품앗이로 시작되었고 올해로 20주년을 맞이한다. 어린이, 청소년들이 꿈의 대상을 가까이 만나고 체험하며 소통하는 뜻 깊은 자리가 되었고 모든 국민이 동심을 매개로 사랑, 화합, 연민, 존중으로 하나되는 열린 공동체 축제이다. 본 행사는 매년 수많은 국민과 부처, 기관, 단체들이 품앗이로 참여하여 공연, 각종 체험활동 등 모든 프로그램이 무료로 진행된다.
[행사내용]
전체 프로그램
- 오프닝 공연, 국방부 의장대 시범, 군악대 공연, 태권도 시범, 전통악대,대중음악공연, 어린이, 청소년 (합창, 뮤지컬, 오케스트라, 댄스, 밸리댄스) 공연, 코레오그라피 퍼포먼스, 장애&비장애인이 함께하는 예술콘서트
- EBS캐릭터 체험, 노란우산 가족사랑 동시,그림 대회, 소방안전체험, 구급차 체험, 건강체험터, 베이비페어, 요술풍선 만들기 체험, 종이접기 체험, 닭강정 체험, 마이리틀셰프게임, 붕어빵, 호두과자 만들기 체험, 솜사탕 만들기 체험
- AR증강현실 인터랙티브 독서체험, 검보그림그리기 체험, 종이저금통 접기, 키링 만들기 체험, 염주 만들기 체험, 크로마키 사진제작 체험, 어린이 역할놀이, 중국 문화와 전통체험, 체코 문화와 언어체험, 무드등 체험, 꽃차 체험, 투표체험, 나만의 별자리 만들기 체험, 스티커 사진찍기, 배리어프리 전시회(발달장애아동 작품), 페이스페인팅, 고려인 음식문화체험, 천연염색체험, 전래동화 오디오북, 로봇공학체험, 나만의 미니 그림책 만들기 체험, 인체여행 모형 만들기 체험, 분리수거 게임, 재활용 만들기 체험, 유튜버와 함께하는 동심한마당
- 유아어린이 콘텐츠 상영관, 야구체험, 테니스체험, 카누체험, 전통놀이, 전통문화'봉숭아물들이기'체험, 보드게임, 악기체험, 감사편지쓰기 캠페인, 각종 교육체험 등 (예정)",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/b215ffde-a542-418b-863a-6a2ae95af734_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b215ffde-a542-418b-863a-6a2ae95af734_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b215ffde-a542-418b-863a-6a2ae95af734_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b215ffde-a542-418b-863a-6a2ae95af734_6.JPG,2025-05-17,2025-05-17,서울특별시 영등포구 의사당대로 1 국회의사당 잔디광장,품앗이운동본부/20주년 국회동심한마당 위원회,02-595-3325
부산가족축제,"5월의 오늘, 온 가족은 빛나","5월 가정의 달, 가정의 날, 부부의 날 기념 행사이다. 가족의 소중함 및 중요성을 고취하고 가족친화적인 문화환경을 조성하여 건강가정을 구현하고자 한다. 2007년부터 시작해 올해로 19회를 맞이한 부산가족축제는 남녀노소, 다양한 가족 누구나 참여할 수 있는 가족놀이체험의 장이다. 제19회 축제는 '5월의 오늘, 온 가족은 빛나'를 주제로 안전하고 즐겁게 즐길 수 있는 가족프로그램 운영한다. 주요 프로그램은 온오프라인 가족체험 42개 가족체험, 우리가족 반려로봇' 가족특별체험, 가족가치 퀴즈, 가족상담, 공연 및 이벤트이다. 본 행사에 대한 자세한 내용은 '부산가족축제 홈페이지'에서 확인 가능하다.

*온라인 축제 일정 05.09~ 05.25
[행사내용]
1.오프라인축제(부산시민공원 다솜마당): '돌봄, 포용, 평등' 주제 30개 가족체험, '우리가족 반려로봇' 특별체험, 가족상담, 무대행사
2.온라인축제(부산가족축제 홈페이지): '돌봄, 포용, 평등' 주제 12개 가족체험, 가족가치 이벤트, 소문내기 이벤트",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/cb750a8f-a9f4-4dfb-b164-b6849eae908c_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_cb750a8f-a9f4-4dfb-b164-b6849eae908c_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_cb750a8f-a9f4-4dfb-b164-b6849eae908c_5.jpg,,2025-05-17,2025-05-17,"부산광역시 부산진구 시민공원로 73 (범전동) 부산시민공원 다솜마당, 부산가족축제 홈페이지",부산광역시/부산 지역 13개소 건강가정지원센터 및 가족센터,051-580-9009
세계인 어울림 축제,다 함께 즐기는 세계문화 체험·공연·취업 지원 축제,"제18회 세계인의 날을 기념하여 2025 「제16회 세계인 어울림 축제 - 대전 세계인 엑스포」가 개최된다. 이번 축제는 시민과 외국인주민이 함께 어우러지는 자리로, 9개의 세계문화 체험 부스와 몽골 전통춤, 중남미 악기 공연 등 다채로운 세계공연이 펼쳐진다. 또한 취업토크콘서트, 이미지컨설팅 등 취업 지원 프로그램이 운영되며, 지역 기업과의 1:1 맞춤형 채용 상담 부스를 통해 실질적인 취업역량 강화 환경을 제공한다.
[행사내용]
1. 공식행사: 유공자 표창, 세계인의 날 기념식
2. 부대 프로그램: 세계문화공연, 취업토크콘서트
3. 참여 프로그램: 세계문화체험, 비자상담 및 취업지원(이미지컨설팅, 대전정착안내 등) 부스 운영, 지역 기업 1:1 채용 상담",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/3bb6889e-4ff0-4887-b698-881fd0e0f8bb_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_3bb6889e-4ff0-4887-b698-881fd0e0f8bb_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_3bb6889e-4ff0-4887-b698-881fd0e0f8bb_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_3bb6889e-4ff0-4887-b698-881fd0e0f8bb_6.JPG,2025-05-17,2025-05-17,"대전광역시 유성구 엑스포로 107 (도룡동) DCC대전컨벤션센터 2층, 그랜드볼룸","대전광역시, 대전광역시사회서비스원, 대전출입국·외국인사무소/대전광역시 외국인주민 통합지원센터",042-223-0789
우장산 그린페스타,"함께하는 그린라이프, 우장산에서","푸르른 자연과 함께하는 친환경 축제, ‘2025 우장산 그린페스타’가 5월 17일(토) 오전 11시부터 오후 6시까지 우장산 축구장에서 열린다. 지구환경도서관, 순환자원 재활용 체험 수퍼큐브, 업사이클링 체험, 버스킹 공연 등 다채로운 프로그램이 마련되어 있으며, 가족과 이웃이 함께 참여하며 환경의 소중함을 나누는 뜻깊은 시간을 보낼 수 있는 축제이다.
[행사내용]
- 지구환경도서관, 에어바운스 에코놀이터, 버블생성 자전거발전기
- 순환자원 재활용 체험 수퍼큐브
- 업사이클링 등 각종 친환경 체험프로그램 운영
- 다양한 버스킹 공연(노래, 마술, 버블공연 등)
- 푸드트럭 운영(※ 개인용기 지참시 할인협업)",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/126f6c11-a884-4ed2-a489-f90171e10d48_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_126f6c11-a884-4ed2-a489-f90171e10d48_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_126f6c11-a884-4ed2-a489-f90171e10d48_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_126f6c11-a884-4ed2-a489-f90171e10d48_6.jpg,2025-05-17,2025-05-17,서울특별시 강서구 우장산로10길 112 (화곡동),강서구,02-2600-6455
코믹월드 320 수원,자유롭고 무한한 가능성의 세계에 어서 오세요!,"대한민국 대표 동인 행사 코믹월드는 아마추어 만화가들이 직접 창작한 만화창작품을 전시 및 판매하는 이벤트이다. 개인 또는 동아리가 직접 만든 창작품(회지, 팬시, 일러스트 등)을 전시하거나 판매할 수 있다. 관람객분들은 코믹월드에서 자유롭게 아마추어 만화가들의 작품과 소통할 수 있다. 자신의 창작품을 소개하고 교류할 수 있는 장을 만들며, 나아가 만화를 사랑하는 사람들 간의 커뮤니케이션을 공유할 수 있는 창작 이벤트들로 구성된 행사이다. 다양한 랜덤 상품을 증정 받을 수 있는 가챠추첨소와 스탬프 이벤트가 있으며 우수회지 콘테스트의 우수회지 선정을 위한 현장 스티커 투표가 진행된다. 댄스, 노래, 퍼포먼스 등 넘치는 끼를 뽐내는 코스프레 무대 행사 시간에 최종 수상작이 발표된다.
[행사내용]
대표 프로그램
- 동아리 전시교류전
- 코스프레 무대행사
- 랜덤 상품 수령이 가능한 가챠추첨소
- 서울문구전",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/6c0e50c7-de8c-46e4-939b-0c510f79ca36_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6c0e50c7-de8c-46e4-939b-0c510f79ca36_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6c0e50c7-de8c-46e4-939b-0c510f79ca36_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6c0e50c7-de8c-46e4-939b-0c510f79ca36_6.jpg,2025-05-17,2025-05-18,경기도 수원시 권선구 세화로134번길 37 (서둔동) 수원메쎄 전관,㈜코믹월드,02-6010-9536
한국동시축제,"부안, 꿈꾸는 놀이터","한국동시축제는 신석정과 이매창이라는 두 시인을 배출한 인문도시 부안에서 동시 연구자와 창작자, 향유자가 함께하는 인문축제이다. 어린이와 어른, 친구와 가족, 일반인과 문학인, 장애인과 비장애인 등 다양한 사회구성원 모두가 '동시'를 통해 '동심'으로 돌아가 신나게 놀 수 있는 <문화예술의 장>이다. 동심은 어린이가 세상을 바라보는 독특하고 자유로운 시선이다. 아이들이 느끼는 아름다움과 소중함을 통해 어른이 함께 성장할 수 있는 기회를 만들어 가고자 한다.
[행사내용]
1. 메인프로그램 : 동시 백일장, 가족 창작동시 낭송대회, 어린이 시인학교 경연대회
2. 부대프로그램 : 동심 놀이터(레크리에이션), 동시작가 체험부스, 문화예술공연
3. 소비자 참여 프로그램 : 우리가족 프리마켓, 이야기 극장, 책버스
4. 기타 내용 : 푸른 잔디밭에서 종이책을 마음껏 읽어보는 야외도서관 운영",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/1c5dc807-1b02-4043-81a1-22f88cddf7fa_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_1c5dc807-1b02-4043-81a1-22f88cddf7fa_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_1c5dc807-1b02-4043-81a1-22f88cddf7fa_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_1c5dc807-1b02-4043-81a1-22f88cddf7fa_6.JPG,2025-05-17,2025-05-17,전북특별자치도 부안군 부안읍 선은1길 10 석정문학관 및 청구원일대,부안군문화재단,063-584-6212
성북세계음식축제 누리마실,세계음식과 문화를 매개로 문화다양성을 마주하는 축제,"<성북세계음식축제 누리마실>은 세계음식을 통해 각국 문화를 경험하며 서로에 대한 인정과 이해를 바탕으로 공존과 상생을 이야기하는 축제이다. 세계 각국을 대표하는 음식들과 그 나라만의 문화가 녹아있는 전통 음식들을 맛볼 수 있으며, 이국적인 문화체험과 서로를 이해하고 어울릴 수 있는 퍼레이드와 모두가 함께 즐기는 다양한 공연도 준비되어있다. 문화체육관광부 '로컬100'에 선정된 성북구 대표축제 누리마실에서는 음식, 마켓, 체험, 공연 등 다양한 컨텐츠를 만나볼 수 있다.
[행사내용]
1. 별의별쇼 - 퍼레이드 및 개막식 / 지역예술단체들이 선보이는 거리공연 및 퍼포먼스 진행
2. 세계음식요리사 - 대사관 요리사들이 소개하는 세계음식과 문화 부스 운영
3. 성북으뜸요리사 - 성북구 지역가게 및 공동체의 다양한 먹거리 판매 부스 운영
4. 우리상생요리사 - 기후미식, 친환경 캠페인 및 관련 K-푸드 소개 특별존 운영
5. 별별모험 - 다양한 나라의 문화를 볼 수 있는 세계전통놀이 및 문화체험 부스
6. 별별마켓 - 각 나라의 수공예 물품을 판매하는 마켓 부스 운영",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/69fdf229-973c-4e61-a5e8-3f461651e80b_3.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_69fdf229-973c-4e61-a5e8-3f461651e80b_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_69fdf229-973c-4e61-a5e8-3f461651e80b_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_69fdf229-973c-4e61-a5e8-3f461651e80b_6.jpg,2025-05-18,2025-05-18,서울특별시 성북구 성북로 37 (성북동1가),"서울시, 성북구/성북문화재단",02-6906-9299
울산대공원 장미축제,Lovestory in ulsan,"울산대공원 장미원에서 개최되는 울산대공원 장미축제는 국내 최고의 장미원에서 피어나는 아름답고 다양한 300만 송이의 장미 감상과 고품격 프로그램, 시민참여 행사 등이 5일간 펼쳐진다.
[행사내용]
1. 메인프로그램 : 개막식(퍼레이드, 개막 점등식, 불꽃쇼, 개막공연)
2. 공연프로그램 : 로즈밸리콘서트, 러브뮤직콘서트, 행복스튜디오 등
3. 부대프로그램 : 어린이 장미원, 장미빌리지(전시체험부스, 푸드트럭)

* 요금 - 유료
장미원입장료(동물원포함) : 어른 2,000원, 청소년 1,000원, 어린이 500원
단체 30인 이상 : 어른 1,600원, 청소년 800원, 어린이 400원
무료입장 : 4세미만, 65세 이상, 장애인 및 장애1~3등급 보호자 1인(신분증, 증빙서류 지참)",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/b2047505-5240-4abb-ba9a-9ee82c6a966a_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b2047505-5240-4abb-ba9a-9ee82c6a966a_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b2047505-5240-4abb-ba9a-9ee82c6a966a_5.jpg,,2025-05-21,2025-05-25,울산광역시 남구 남부순환도로 377 (옥동),"울산광역시, SK이노베이션㈜",052-716-5007
단양 소백산 철쭉제,"''철쭉이 반갑다, 단양이 즐겁다""","단양 소백산철쭉제는 매 년 5월에 개최된다. 5월 소백산 정상에 핀 철쭉을 즐기며 산행을 체험하고 단양강을 따라 펼쳐지는 수변특설무대를 배경으로 소백산 산신제, 실버가요제, 개막축하공연, 레이져 쇼, EDM공연, 서커스공연을 즐길 수 있으며 상상의거리 일대에선 철쭉과 관련된 체험행사와 버스킹공연 등이 펼쳐진다. 풍물시장과 지역에서 유명한 먹거리들을 한 자리에서 만끽 할 수 있는 즐거운 축제다.
[행사내용]
1.공연프로그램: 불꽃을 활용한 레이져쇼,동춘서커스, 개막콘서트(이찬원, 클라씨,왁스,김지훈), 철쭉하모니 콘서트(송가인, 복지은,판타지보이스, 해바라기), 제8회 실버가요제
2. 부대프로그램 : 퇴계이황 추념 서예대회, 소백산 산신제,모터서프 축하공연,단양사투리 경연대회, 철쭉야생화 테마관, 버스킹공연 등
3. 소비자 참여 프로그램 : 철쭉을 활용한 체험부스, 재미철철 감성쭉쭉 먹거리 체험(전통주,이색먹거리)
4. 기타 내용 : 철쭉포토죤에서 인생 샷 만나기, 단양10경 플리마켓, 단양빵지순례(단양에서 유명한 빵집이 마련한 철쭉빵) 거리에서 펼쳐지는 재미철철 감성쭉쭉(뮤지컬, 마임, 마당극 공연), 풍물시장 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/0adb8f34-4b47-4eee-99f6-f64dc6717c68_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_0adb8f34-4b47-4eee-99f6-f64dc6717c68_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_0adb8f34-4b47-4eee-99f6-f64dc6717c68_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_0adb8f34-4b47-4eee-99f6-f64dc6717c68_6.jpg,2025-05-22,2025-05-25,충청북도 단양군 단양읍 수변로 38,소백산철쭉제추진위원회/단양관광공사,070-4912-9765
밀양아리랑대축제,"아리랑의 선율, 희망의 울림","밀양아리랑대축제는 영남루 대보수사업과 함께 시작된 축제로 현재는 밀양아리랑의 현대적 가치를 발굴하는 것을 목표 하고 있다. 밀양아리랑 특화 콘텐츠를 개발을 통해 아리랑주제관, 밀양강오딧세이, 밀양의 이야기와 놀이를 접목시킨 다양한 프로그램, 청소년 자체기획 프로그램, 어르신 콘텐츠 등 38종의 프로그램을 진행할 예정이다. 또한 밀양아리랑대축제는 매년 밀양시 인구의 7%(7,600여명)가량 참여하고 있는 대한민국의 대표 시민참여 및 주도형 축제이다.
[행사내용]
1. 대표프로그램
- 2025 밀양강오딧세이 : 밀양의 최고 절경인 영남루와 밀양강을 배경으로 펼쳐지는 실경멀티미디어 공연
- 아리랑주제관 : 아리랑 및 대축제의 역사와 전세계에 퍼져있는 밀양아리랑 소개하는 전시체험 공간

2. 주제형 프로그램
- Sunshine 밀양 : 밀양 예술인 중심의 공연 프로그램
- 아리랑의 선율, 트리오 : 대한민국 아리랑 진흥을 위한 3대 지자체(밀양, 정선, 진도) 협력 공연
- 청소년아라리오축제 : 밀양의 청소년들이 직접 만드는 축제 속의 축제
- 아리랑 미로 : 미로 속에서 배우는 밀양아리랑과 밀양의 관광, 역사
- 아리랑 원더랜드 : 밀양의 무형유산과 오감체험 등 전 연령층 체험 콘텐츠
- 밀양아리랑창작경연대회 : 현대적인 시선에서 재창조되어 밀양아리랑의 발전방향을 제시하는 경연대회
- 밀양아리랑경창대회 : 밀양아리랑 경창자 및 이수자를 발굴하는 경창경연대회
- 밀양아리랑 Origin : 대축제의 시작을 알리는 불씨 점화 및 공식 행사
- 역사맞이 거리퍼레이드 : 축제 3대 인물과 밀양의 전 읍면동 시민들이 참여하는 거리퍼레이드

3. 지역 문화관광자원 연계 프로그램
- 밀양밀양 그라운드: 관내 업체 팝업스토어, 다양한 놀이 공간 등 밀양을 이해하는 새로운 체험 및 놀이 공간
- 무형유산 공연 : 유형, 무형 유산 초청 공연
- 농악단 공개발표회 : 풍요와 번영을 기원하는 우리지역 전통 농악단 공연
- 아리랑 스토리 투어 : 이야기꾼과 함께 체험하며 밀양 이야기를 배우는 투어 프로그램

4. 부대 프로그램
- 老NO!(노노) 행복루 : 노년층들만의 체험 및 교류 프로그램
- 수상체험존 : 밀양강 수상체험 프로그램

5. 밀양문화제(동시행사)
- 전국학생미술실기대회 / 전국한글백일장 / 전국밀양아리랑연극제 / 전국학생음악경연대회 / 전국휘호대회 / 전국한시백일장 / 전국연날리기대회

[이용요금]
- 아리랑 미로 : 2,000원
- 아리랑 원더랜드 : 3,000 ~ 5,000원
- 아리랑스토리투어 : 3,000원
- 아리랑먹거리존 : 금액 상이",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/23b8642c-8c00-4278-a76b-2f7bd579c97a_3.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_23b8642c-8c00-4278-a76b-2f7bd579c97a_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_23b8642c-8c00-4278-a76b-2f7bd579c97a_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_23b8642c-8c00-4278-a76b-2f7bd579c97a_6.JPG,2025-05-22,2025-05-25,경상남도 밀양시 삼문동 1-1,"경상남도, 밀양시/재단법인 밀양문화관광재단",055-359-4500
원주용수골꽃양귀비축제,꽃양귀비 마을이 주는 선물,"자연경관이 뛰어난 마을에 매료되어, 귀농한 주민이 꽃을 너무 좋아해서 2005년 300평의 작은 밭에 취미삼아 심었는데, 의외로 많은 관람객들이 구름처럼 몰려들어 각광을 받게 되자, 2007년부터 마을주민과 '대표축제'로 키워보자며 시작하였고, 올해 제 18회 원주용수골꽃양귀비축제를 개최하게 되었다.
[행사내용]
대표프로그램
1. 차분한 꽃 관람
2. 체험 프로그램 : 꽃양귀비티셔츠 체험, 깡통열차체험, 자연물공예체험
3. 먹거리 : 꽃양귀비아이스크림, 꽃양귀비슬러쉬, 꽃양귀비 식혜, 꽃양귀비콩떡, 푸드트럭
4. 살거리 : 꽃양귀비 가든 마켓, 꽃양귀비축제기념 손수건, 축제기념 마스크팩, 축제기념 빨간우산, 지역농산물, 꽃모종 , 꽃씨, 공예품
5. 관람객참여 : 꽃양귀비 사진 컨테스트",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/aa361709-4651-40f8-903d-9cf355c86454_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_aa361709-4651-40f8-903d-9cf355c86454_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_aa361709-4651-40f8-903d-9cf355c86454_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_aa361709-4651-40f8-903d-9cf355c86454_6.jpg,2025-05-22,2025-06-08,강원특별자치도 원주시 용수골길 311  꽃양귀비축제장,꽃양귀비마을/원주용수골꽃양귀비축제추진위원회,033-764-4443
고창청농원 라벤더 축제,보랏빛 향기로 가득한 고창청농원 라벤더정원을 소개합니다!,"고창청농원은 고창군 공음면에 위치한 팜스테이 관광지로, 2만여평의 넒은 공간에 봄여름에는 라벤더,수국정원, 가을에는 핑크뮬리 정원 관람 서비스를 제공하고 있으며, 대표 시즌 외에도 계절별 다양한 화훼들을 구경할 수 있도록 정원을 가꾸고 있다. 약 5,000여평의 라벤더정원에는 다양한 포토존이 준비되어 있고, 한옥과 라벤더를 같이 볼 수 있는 독특한 뷰가 매력적인 곳이다. 라벤더 정원 뒤로 있는 대나무,소나무 숲길까지 산책이 끝난 후 카페나 한옥 마루에 앉아 정원을 바라보면 마음이 한결 편안해짐을 느낄 수 있다. 청농원의 특별한 장점은 초등학생까지 무료입장인 점과 반려견 동반이 가능하여(단, 12kg미만 중형견) 연인뿐만 아니라 온가족이 함께 좋은 추억을 남기기에 좋은 장소이다. 한옥의 넓은 마당에서 아이들은 반려동물과 함께 뛰어놀고 소나무 숲길과 대나무 숲에서 바람에 이는 나뭇잎 소리를 벗삼아 공기 맑고 깨끗한 자연 속에서 편히 쉬시다 가시는 공간이 되길 소망한다.
[행사내용]
1. 메인프로그램 : 라벤더정원
2. 부대프로그램 : 포토존,산책길, 꽃전시장
3. 소비자 참여 프로그램 : 입장권 이벤트 등",,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4dc65cd3-bdcd-40e2-bfbe-684501b7f268_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4dc65cd3-bdcd-40e2-bfbe-684501b7f268_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4dc65cd3-bdcd-40e2-bfbe-684501b7f268_5.jpg,2025-05-23,2025-06-29,전북특별자치도 고창군 공음면 청천길 41-27 고창청농원,고창 청농원,"010-6383-5294
010-8801-7722"
